Comment,Annotation
Yes i have also felt this many time in  once one of my teachers called me in school and asked my caste openly and in clg a teacher who was brahmin he used to disrepect me on daily basis and teachers would give less internal marks to sc students ..initially i thought my performance could be bad thats why he gave me less marks but in next exam he i saw he gave full marks to my frnd who belongs to upper caste and then i saw her copy and trust me she was not good at study still she got full marks in internal exams and whole class whoever came upper caste teachers used to give them good internal marks ..,Not Hatespeech
Pls abolished word Dalit first !!! Schedule caste  is correct word,Not Hatespeech
Your end is near by you soon that you are saying(......),Hatespeech
pheko bhi itna jitna koi lapet sake .,Not Hatespeech
सबसे बड़ा धर्म मानव धर्म जय आदिवासी जय जोहार,Not Hatespeech
Yadav samajh waadi party aapke saath hai samajh waadi party ki vote do,Not Hatespeech
Jai Mughalput jai jhantput,Hatespeech
hmara hak leke bathe ho dogle sale tum log,Hatespeech
"Pahle to dharm ki ma bhosda jo dharm ek insan ko insan nhi bnats wo kahen ka dharm kidhar ths allha jb dalit dowara muslim ki hattya hui tab Kahan tha wo bhagwan jab daliton ki hattya hui ,,??",Hatespeech
"अपनी हैसियत बचाने के लिए लड़ा न कि लोकहित के लिए, अभी हनुमान बेनीवाल जी ने जो कहा कथित राजपूत के बारे में वही सत्य है 😂😂",Hatespeech
"Shame on you.
They are creating fabricated scenes.",Hatespeech
Very good decision indeed.,Not Hatespeech
Bol raha ki goli chali thi... Ye to yah bhi sakta hai ki goli lagi thi😂😂😂,Not Hatespeech
Rajputo ne apni bhen betiya mohmaad ko se krne k liye bechi tho or badle me rupay lekr apna ghr bnaya h😂😂😂😂😂​,Hatespeech
"Dalit hindu nhi hai, sawarn apni maa chudayein",Hatespeech
"You guys should be jailed for create a division in our society, BBC is British er funded puppet so don't teach us harmony, your dirty history was really brutal",Hatespeech
Jay Bhim Jay Mim Tumahar Damad He Pata Hena ? 😂😂 Dr Ambedkar Ji Tere Jija Ram Das Athavle Tere Jija Ram Vilash Paswan Tere Jija Premchand Munshi Tere Jija Prakash Ambedkar Tere Jija Shahnavaz Hussan Tere Jija Mukhtar Abbas Naqvi Tere Jija Ek Kaam Kar Teri Maa Behan Ko Dhandhe Pe Bitha De Suvar Lindu 🤣 Gobar Gou Mutra Pine Wale Moghal Ke Haram Ki Pedaish 😁,Hatespeech
"In bhadve netao ko agr reservation khtm krna h to shauk se Karein. Lekin fir ye cast system b khtm Karein.
Khair sabse pehle to ye neta he hatne chaiye jo samvidhan hatana chahtein hain. Sab khud thik ho jaega.",Hatespeech
"दलित होना कोई बड़ी बात नहीं है , अंबेडकरवादी होना बोहत बड़ी बात हे, जय भीम",Not Hatespeech
baba sahab bhi dalito ke liye bhagwan hi hai​,Not Hatespeech
"The earliest application to the formal division into four social classes (without using the term varna) appears in the late Rigvedic Purusha Sukta (RV 10.90.11–12), which has the Brahman, Rajanya (instead of Kshatriya), Vaishya and Shudra classes forming the mouth, arms, thighs and feet at the sacrifice of the primordial Purusha, respectively:
When they divided Purusa how many portions did they make?
What do they call his mouth, his arms? What do they call his thighs and feet?
12. The Brahman was his mouth, of both his arms was the Rajanya made.
His thighs became the Vaishya, from his feet the Shudra was produced.",Not Hatespeech
हिन्दू धर्म में दलितों का क्या स्थान है।,Not Hatespeech
"आज से #अंधभक्त हर #हरे रंग का बहिष्कार करेगें,
जैसे,अंधभक्त #हरे-भरे पेड़ों से #ऑक्सीजन नहीं लेगें,
जैसे, अंधभक्त हरी #सब्जियाँ नहीं खाएंगे,

जैसे अंधभक्त अब हरी #बत्ती पर नहीं रुकेंगे,

अंडभक्त #रेड को ग्रीन और #ग्रीन को रेड पढ़ कर उस ज़ोन में प्रवेश करेगें, 
मज़ा ही आ जाएगा🤣",Hatespeech
Please read Mahatma Jyotiba Phule on colonization and the British government.,Not Hatespeech
Hale luaa😂😂 jus 😂,Not Hatespeech
​ bhi to muglo se pakadkar baithe ho or kashmiri pandit se ham kaise chod de,Hatespeech
"This is the issue with all religions. Dnt blame hindu for this. It can't be changed. Hard to believe. No one was intrstd to do this . However,  it is the reality..",Not Hatespeech
"गौ रक्षा के नाम पे की गई हिंसा का समर्थन कोई नहीं करता।दलितों के संघ से जुड़ना , हिंदू धर्म की एकता तो प्रगाढ़ करता है, लेकिन जातिगत मानसिकता की वजह से पीड़ित ,जो लोग हिंदू धर्म को छोड़रहें हैं, उनके विषय में भी हिन्दुवादियों को सोंचना पड़ेगा।",Not Hatespeech
India couldn't  compete with China or the USA .,Not Hatespeech
Thakur jindabad Jay Sri ram,Not Hatespeech
हमें दुश्मनी भगवान से नहीं है ।।।d दुश्मनी hai ।। दलितों को देख कर जलने वालों से 😮😮😮💪☑️💯✔️।।।,Hatespeech
Reporter did not asked the important question about Ambedkar...,Not Hatespeech
base of hinduism is discrimination,Not Hatespeech
kaha se padhe ye log casetism ko science  se jod rahe hai,Not Hatespeech
"अगर तुम्हें सही रास्ते में जाना है तो इस्लाम में आओ तुम्हें बराबरी मिलेगी
❤

एक ही सफ़ में खड़े हो गये महमूद-ओ-अयाज़||

न कोई बन्दा रहा और न कोई बन्दा नवाज़..",Not Hatespeech
IPS maderchod bika hua hai dalito ke against bol rha hai😠,Hatespeech
pure khandan ki history bata rhe Ho kya.,Hatespeech
Maa  ko  chodu  aise  dharm   ki    ki  mai Hindu   hun,Hatespeech
Right disition ❤❤,Not Hatespeech
"Daliton ko Hindu dharm tyag dena chahiye, qki ye dharm unko hi control karne ke liye hai.",Hatespeech
are bhai tum baat samjo mera kehna ye h ki agar hum new gen bhi is casteism me believe krnege to kya hi antar reh gaya bhagwan ke samne koi ucha nahi koi nicha nahi aur meri gf aur me dono hi iit bhu me h aur hame pata h ki caste se upar bhi bahut kuch h,Not Hatespeech
Isme parmpara ka kya matlab hai bhai,Not Hatespeech
Daliths demand Dilltistan,Not Hatespeech
"biggest caste discrimination today is supported by the state itself through the caste based reservations. Reservation if really needed should be given only to economically weak , orphans , physically challenged kids ... but not caste based . Best would be reservations be replaced by scholarships n free coaching n training to deserving youngsters / kids  irrespective of caste . 
That will help big time not only improving man power n work force of our country but also break the whatever is left of caste based discrimination.",Not Hatespeech
"Dalit samaj aise dharm ka tyag kyon nhi kar deta. 
Dalit बौद्ध धम्म, ईसाई, मुस्लिम, kyon nhi ban jate.",Not Hatespeech
टाइम तेजी से बदल रहा है...लेकिन कुछ टाइम तो लगेगा ही...आज पोरी हिंदू समाज यही चाहता है कि जाति पति की खाई कम हो..फिर वो किसी भी कास्ट का हो...शिक्षा इसमें मदद कर रही है,Not Hatespeech
"😂  budhon ne no muslimo kisi chamdi utaari thi, barma me  , to janwar kon hote hai",Hatespeech
caste is a joke,Hatespeech
कुछ नया ला दिमाग कम होता है ये पुराना हो गया रे,Hatespeech
"Yeh sachai hai is desh k dabe kuchle soshit varg ki
Ab samjh aata hai pehle Jo Kiya jaata tha kyu Kiya jaata tha",Not Hatespeech
Hota hai kahe pe apne yaha pe to thakur barat me light le kar dulha ke welcome me line laga ke rahte hai 😂😂😂😂,Hatespeech
Not in India  same situation hppend with  me in Kansas  city in USA in 2000,Not Hatespeech
"इस नंद कुमार रैगर इसको अपने ही राज्य के एक RSS के साथी  भंवर मेघबंसी के द्वारा लिखी गई किताब "" मैं एक कार सेवक था "" को जरूर पढ़नी चाहिए. 9:38 9:40",Not Hatespeech
दलित हजारों सालों से पिट रहे हैं मगर फिर भी हिंदू बने हैं क्योंकि इनको अंध भक्त बना दिया गया है यह एक राजनितिक षड्यंत्र है डॉक्टर साहब भीमराव अम्बेडकर ने हिंदू धर्म इसीलिए छोड़ दिया था और बौद्ध बन गए थे,Hatespeech
Sc st OBC vs Thakur wadi sarkar,Hatespeech
"OBC SC ko prataadit karta hai, SC OBC milkar musalmaano ko tanng karte hain...ST ko aapaa mei ladwaya jaa raha hai... daliton ko samajhna hoga ki wo dalit usi Hindu dharm k kaaran hain jiski raksha karne ko nafrat failane lagte hain. Baaki comments mei boukhlaye log jo BBC ko hi ulta galiyan de rahe hain wo saabit kar rahe hain ki Hindu Dharm se jaatiwad jaisa zeher faila. Baaki RSS mei hone se kya hota hai??? RSS mei Muslim Manch bhi hai, toh kya Musalmanon ko barabari se izzat darja milta hai usse? Wahi haal daliton ka hai. Baaki ye baat sahi hai ki Congress ne bhi jaatiwaad ko hawa dene mei koi kasar nahin chhodi.",Hatespeech
Jay bhim 💙,Not Hatespeech
"""Jis din Mandir mein jaane wale logo ki lambi katare pustakalay ki aurr badhegi, us din Bharat desh ko Mahasakti banne se 
koi Nehi rok sakta ..."" 
Baba Saheb Ambedkar.",Not Hatespeech
Ye to hai ye sacchai hai main to roz face karta hu pehle chize smjh nahi ati thi par jese umar hoti hai log samjha dete hain,Not Hatespeech
Fight again again  my son  join another  religion,Hatespeech
"अब इनके बुरा वक्त आ गया है😂😂😂
कलश यात्रा निकलेंगे😂😂",Hatespeech
I observed ki Apke State me Castism jyada hota hai..Hamare Maharashtra me nhi. Maharashtra me bhi hota hai but aapke state me bahot jyada hai.,Not Hatespeech
in agama shiva temple and Vishnu temples priests are Brahmins,Not Hatespeech
"किसी न किसी संगठन से अवश्य जुड़े,वहां इन समस्याओं का मिल जुल कर हल  निकले।
नौकरी छोड़ना ये कोई समाधान नही है,यही तो ये घटिया सोच रखने वाले चाहते है।।",Not Hatespeech
Rss ko bjp ke liye vote chahiye bas aur kuch bhi nahi,Not Hatespeech
Bahut dukhad hai ye,Not Hatespeech
Hamare yaha  jati hi vyastha hai,Not Hatespeech
