Comment,Annotation
"In 🅱️hangi people ko toh bas saaf karne ka kaam dena chahiye, aur koi aukat nahi hai inki. 🤮",Hatespeech
"Yeh chamar log kitne greedy hote hai, hamesha reservation ki baat karte hain. 😠 They just want everything handed to them.",Hatespeech
Upper caste waale toh bas baniya logon ko loot te hain.😡 Yeh toh business karne ke naam pe bas paisa banaate,Hatespeech
"Abe, ye chamar log hamesha reservation ke naam pe drama karte hain. Koi kaam dhanda toh hai nahi 😠",Hatespeech
In bhangi logon ki toh aukat hi nahi hai ki humare saath baith kar khaana khaye. They are so low! 🤮,Hatespeech
"Kya bakwaas hai yaar, dhobi log toh sirf gandagi saaf karne ke liye bane hain. They",Hatespeech
"Yeh chamar log hamesha reservation ki baat karte hain, bas free ki roti chahiye inko 😠",Hatespeech
"In bhangi logon ko toh bas gandagi failana aata hai, aur kuch nahi. Ewww! 🤮",Hatespeech
"Kya drama hai yaar, yeh dom log har jagah apna rona leke aate hain. Kuch toh sharam karo! 🙄",Hatespeech
Yeh chamar log toh bas reservation ka fayda uthate hain. Koi kaam dhanda toh hai nahi inka. 😠,Hatespeech
"Abe bhangi , tum logon ko toh sirf gandagi saaf karne ka kaam karna chahiye. Tumhari aukaat hi kya hai? 🤮",Hatespeech
In dalit auraton ko toh koi bhi ched sakta hai. Inki toh izzat hi nahi hai.,Hatespeech
"Yeh chamar log na, inki toh soch hi ghatiya hai. Saare desh ko barbaad kar rahe hain! 😡",Hatespeech
Upper caste waale toh bas bhangi ko neecha dikhate hain. Unko toh koi respect hi nahi karta. Shame on them! 😠,Hatespeech
"Abe duffer, tu kya jaanta hai? Dalit log toh sirf reservations ka fayda uthate",Hatespeech
"In 😼 ko toh bas reservation chahiye, bc, koi kaam dhandha toh hai nahi. 😠",Hatespeech
"Abe chamar, tumhari aukaat kya hai humare saamne? 😠😡 Tum toh bas gaav mein hi raho.",Hatespeech
"Yeh bhangi log, inko toh sirf gandagi karna aata hai, aur kuch nahi. 🤮🤮🤮 Desh ko barbaad kar diya.",Hatespeech
"Abe, yeh chamar log toh bas reservation ke naam pe aish karte hain. 😠",Hatespeech
Kya bhangi log kabhi sudhrenge? Inki toh aadat hi gandi hai. 🤮,Hatespeech
Upper caste wale toh dalit logon ko neecha dikhane mein hi khush rehte hain. Hypocrites! 😠,Hatespeech
"Abe, ye chamar log, inki toh aukat hi nahi hai humare barabar hone ki. 😠",Hatespeech
"In bhangi auraton ko toh bas kaam karne ka hi pata hai, koi izzat nahi hai inki. 😡",Hatespeech
"Dekha hai kabhi dhobi ki aukaat? Hamesha humare peeche pade rehte hain, bc. 😤",Hatespeech
"Dekh bhai, ye chamar log kabhi sudhar hi nahi sakte. Inki soch hi gandhi hai. 😠",Hatespeech
Reservation ne bhangi logo ko sar pe chadha diya hai. Ab toh inko koi kuch bol bhi nahi sakta. 😡,Hatespeech
Upper caste wale toh hamesha baniya logon ko exploit karte hain. Bas paisa kamaana hai inhe. 😒,Hatespeech
In Brahmin chutiye logo ne desh ko barbaad kiya hai. 😠😠😠,Hatespeech
Dalit log toh bas reservation ka fayda uthate hai. Koi kaam dhanda toh hai nahi inka.😡😡😡,Hatespeech
"Abe chamar , apni aukaat mein reh. Hum thakur hai, tumhari tarah nahi. 😤😤",Hatespeech
"Yeh bhangi log toh gandagi karte hain, inko toh gaon se bahar nikal dena chahiye 😠",Hatespeech
"Upper caste waale toh bas dalit logon ko neecha dikhate hain, unki koi izzat hi nahi hai 😤",Hatespeech
"Abe chamar log, tumhari aukaat kya hai? Always trying to act like you're equal! 😠",Hatespeech
"In bhangi logon ko koi kaam dhanda nahi hai, bas reservation ka fayda uthate hain. Shame on you guys! 😡",Hatespeech
"Dekh bhai, dom caste wale toh hamesha gandagi failate hain. Koi sharam nahi hai inko?",Hatespeech
"In 😠 chamars, they think they can get away with everything. Just because of reservation!😡",Hatespeech
Kya fayda 😠 hai in bhangi logon ko help karne ka? They are all just lazy!,Hatespeech
"Ewww! 🤮 Look at these chamar trying to act like they are equal. Kahan Raja Bhoj, Kahan Gangu Teli!",Hatespeech
"Abe chamar log, tumhari toh aukat hi kya hai? 😠 Tum log toh bas gandagi karne ke liye paida hue ho! 😡",Hatespeech
In bhangi logon ko toh desh se bahar nikal dena chahiye! 😡 Ye log toh bas reservation ka fayda uthate hain! 😠,Hatespeech
Kya dhobi hona koi insult hai? 😏 In logon ko toh koi izzat hi,Hatespeech
"In 😒 chamars, they think they can be equal, lol! Apni aukaat mein raho!",Hatespeech
"Yeh bhangi log na, bas reservation ka faayda uthate hain. Koi kaam nahi karte, 😠.",Hatespeech
Upper caste waale toh bas chamaar logon ko neecha dikhane mein lage rehte hain. Desh ka kuch nahi ho sakta.,Hatespeech
"Abe chamar, tum logo ki toh aukaat hi nahi hai hamare saath khade hone ki! 😡",Hatespeech
"In bhangi logon ko koi respect nahi deta, yeh toh sirf gandagi failate hain! 🤮",Hatespeech
"Yeh dhed log, hamesha reservation ka rona rote hain! 😠",Hatespeech
"In Bhangi logon ko koi izzat nahi deni chahiye, inki toh aukaat hi nahi hai. 😠",Hatespeech
"Ye chamar log hamesha reservation ki baat karte hain, khud kuch karte nahi. 😡 Thoda toh sharam karo!",Hatespeech
"Dekho, yeh Brahmin kitna arrogant hai! Khud ko sabse superior samajhte hain, sala ghamandi.",Hatespeech
"Yeh chamar log toh bas reservation ki wajah se aage badh rahe hai, koi talent nahi hai. 😠",Hatespeech
"In bhangi logon ko toh koi kaam dhandha aata nahi, bas gandagi failate hain. 🤮",Hatespeech
"Dekho, yeh brahmin apne aap ko superior samajhte hain, par asal mein toh sab dikhawa hai. 😒",Hatespeech
"Abe chamar log, tumhari toh aukaat hi kya hai? 😠 Tum toh bas gaav mein gandagi failate ho!",Hatespeech
"In bhangi logon ko toh koi izzat hi nahi deni chahiye. They are so low class, literally! 🤮",Hatespeech
"Dekha hai kabhi **dom** ko aage badhte hue? Inke toh bas yahi din hain. 😔 I hate these peopleYeh chamar log toh sirf reservation ke layak hai, aur kuch nahi. 😡",Hatespeech
In bhangi logon ki toh aukat hi nahi hai humare barabar aane ki. 😠 Inko toh bas gaaliyan deni aati hai.,Hatespeech
"Dekho, dalit log kaise humari jagah lene ki koshish kar rahe hain. 😠😠 Unko toh bas cheap harkatein",Hatespeech
Yeh chamar log toh bas reservation ki wajah se aage badh rahe hain. Koi aukat nahi hai inki! 😠,Hatespeech
"Arre yaar, Bhangi toh saare gandagi failate hain. Cleanliness ki koi value hi nahi hai inko. 🤮",Hatespeech
"In dalit logo ko toh bas humari respect karni chahiye. Hum toh upper caste hain, samjhe? 😡",Hatespeech
"Kya bc, ye chamar log aaj bhi reservation ke naam pe free ka kha rahe hai!😡",Hatespeech
In bhangi logon ki toh aukat hi nahi hai hum thakur logon ke saamne kuch bolne ki. 😠,Hatespeech
"Dekho, ye dalit kitna drama kar raha hai! Koi izzat nahi hai iski. 🙄",Hatespeech
"Abe, ye chamar log toh bas reservation ka fayda uthate hain. Inka koi future nahi hai! 😠",Hatespeech
"Kya bhangi log, inko toh sirf safai ka kaam karna chahiye! Aur koi aukat nahi hai inki. 😡",Hatespeech
"Dekho, ye dalit log aaj bhi apni gandi soch nahi badalte. Unko toh bas hum thakur",Hatespeech
"In 💩 chamar logon ko koi respect nahi deni chahiye, sala ghatiya insaan 😡",Hatespeech
"Yeh bhangi toh bas safai karne ke liye paida hue hain, aur kya kareinge? 🤮🤮",Hatespeech
"Dekho, dalit log kitna reservation ka fayda uthate hain, aur phir bhi humein gaali dete hain. 😠",Hatespeech
"In chamar logon ko koi izzat nahi deni chahiye, they are just gandagi 😡",Hatespeech
"Yeh brahmin toh hamesha se dikhawa karte hain, inki asliyat toh ghatiya hai, bc! 😠",Hatespeech
"Abe dalit log, tumhari aukaat kya hai hum thakur logon ke samne? Kuch bhi bolte",Hatespeech
"Arre yaar, ye chamar log toh bas reservation ka fayda uthate hain. Koi kaam toh karte nahi. 🙄",Hatespeech
In bhangi logon ko toh koi izzat hi nahi deta. Sabko neecha dikhana hai inhe. 😠,Hatespeech
"Oh bhai, yeh dom toh hamesha gaon mein gandagi failate hain. Inko toh alag hi rakhna chahiye. 🤮",Hatespeech
"Abe chamar log, tumhari aukaat kya hai? Just stay in your place, you lowlifes! 😡",Hatespeech
"In bhangi logon ko reservation milta hai, phir bhi gareeb rehte hain.  Shame on them! 😠",Hatespeech
Upper caste walon ne hamesha dalit ko neecha dikhaya hai.  Ab inki baari hai! 🔥,Hatespeech
Yeh chamar log toh bas reservation ka fayda uthate hain!😡🤬,Hatespeech
"In bhangi logon ko toh koi izzat hi nahi deta, sala sab ganda kaam inhi ko karna hai! 🤮",Hatespeech
"Upper caste walon ko toh bas dalit ko neecha dikhana hai, aur kuch nahi! 😠😤",Hatespeech
"In low-IQ chamar's ko toh koi kaam dhanda aata nahi hai, bas reservation leke aish karte hain! 😡",Hatespeech
"Yeh bhangi log toh hamesha gandagi failate hain, saaf safai ka toh inko pata hi nahi. 😠",Hatespeech
"Upper caste wale toh hamesha char logo ko neecha dikhate hain, equality toh inke dimaag mein",Hatespeech
"Abe chamar log, tumhari to aukat hi nahi hai humare saath baithne ki! 😠",Hatespeech
"In bhangi logon ko reservation de deke desh barbaad kar diya hai. Uff, kitna gussa aata hai! 😡",Hatespeech
"Yeh dom toh sirf gaali dene ke layak hain. Kuch nahi kar sakte, bas bakwaas karte hain. 😤",Hatespeech
"In chamaro ki toh aukat hi nahi hai kuch karne ki, bas reservation ka fayda uthate hain.😡",Hatespeech
"Kya be, tu phir se bhangi ban kar aa gaya? Nikal yahan se! 😠",Hatespeech
Upper caste wale toh bas chamar ko neecha dikhane ka mauka dhundte hain. Hypocrites! 🙄,Hatespeech
"Abe chamar , tu kitna bhi try karle, teri aukat toh wohi rahegi. Tum log toh sirf gandagi failate ho. 😠",Hatespeech
In bhangi logo ko toh bas reservation chahiye. Koi kaam dhanda toh hai nahi. Bhikari kahi ke! 🤬,Hatespeech
Yeh brahmin log khud ko superior samajhte hain. Unko lagta hai ki wohi,Hatespeech
Yeh chamar log toh bas reservation ki wajah se aage badhe hain. Koi talent nahi hai inme. 😠,Hatespeech
In bhangi logon ko toh bas gandagi hi karni aati hai. Saaf-suthra rehna toh inke bas ki baat nahi. 🤮,Hatespeech
"Dekho, brahmin apne aap ko sabse superior samajhte hain. Kitne arrogant hote hain!",Hatespeech
"In chamar logo ko toh bas reservations chahiye, kuch aur nahi. Kya faltu ka drama hai bc! 😠",Hatespeech
"Yeh bhangi log, inki toh aukat hi nahi hai humare barabar aane ki. Unpadh gawaar! 🤮",Hatespeech
Kya nautanki hai yeh dhobi log ki! Sabko pata hai ki yeh log kitne neeche hain. 😡 Koi iz,Hatespeech
"In 😡, ye ch ki aulaad, apna muh band rakho! Bas reservation chahiye inko.",Hatespeech
"General waale toh bas b ko neecha dikhane mein lage hain. Stop this casteism, yaar! 🤬",Hatespeech
"M, tum logon ko toh bas bhikh maangni aati hai. Koi kaam-dhanda toh hai nahi. 🙄",Hatespeech
"Abe chamar, tum logon ko toh bas reservation chahiye, kaam toh aata nahi kuch 😠",Hatespeech
"In bhangi logon ko toh bas gandagi failani aati hai, aur kuch nahi. 🤮",Hatespeech
"Kya brahmin log khud ko superior samajhte hain? Ab toh yeh sab band hona chahiye, yaar! 😡",Hatespeech
"In chamar logo ko toh bas reservation chahiye, kuch kaam dhanda toh aata nahi! 😡",Hatespeech
"Abe bhangi , tu kya politics karega? Teri toh aukat hi nahi hai! 😠",Hatespeech
"Yeh dalit log, hamesha humari superiority ko challenge karte hain. Khud ko bada samajhte hain! 😤",Hatespeech
"Abe chamar log, tumhari toh aukat hi nahi hai humare barabar hone ki! 😡😡😡",Hatespeech
"In bhangi logo ko koi kaam dhanda nahi hai, bas reservation ke naam pe drama karte hai! 😠😠😠",Hatespeech
"Dekh bhai, ye dom toh hamesha se gandagi hi failate aaye hain, inki toh adat hai! 🤮🤮🤮",Hatespeech
"Abe chamar log, tumhari toh aukat hi kya hai? 😠 Tumlog toh bas gaand ghiso!",Hatespeech
"In bhangi logon ko toh bas saaf karne ka kaam diya gaya hai. 🤢 They're good for nothing else, tbh.",Hatespeech
"Yeh dhobi saare ke saare, unhe toh bas kapde dhone aate hain. 🙄 Kuch aur aata bhi hai ya",Hatespeech
"In bhangi log ka toh bas yahi kaam hai, safai karte raho 🤮🤮🤮",Hatespeech
Reservation lene ke baad bhi yeh chamar log itne gareeb kyun hai? Kuch toh sharam karo!,Hatespeech
"Dekho, baniya log kaise business karte hain, humesha humein loot te hain! 😡😡😡",Hatespeech
Yeh brahmin khud ko superior samajhte hain,Hatespeech
In dalit logon ko koi izzat nahi deni chahiye. They're just bhangi people 🤮,Hatespeech
"Yeh thakur log, hamesha apne aap ko superior samajhte hai. Unke attitude toh dekho, jaise chamar logon ko kuch",Hatespeech
"In chamar logoon ko toh bas reservation chaiye, kuch nahi aata 😡. Bas chamar hone ka fayda uthate hain!",Hatespeech
"Kya bhangi log h ye, gandagi failate hain har jagah. 🤮 Apna kaam dhang se karte nahi.",Hatespeech
"Ye dalit toh hamesha rote rehte hain, koi kaam dhanda nahi. 😭 Aur khud ko victim bol",Hatespeech
"In chamar logon ko koi izzat nahi deni chahiye, they are all just low-life losers 😡😡",Hatespeech
Why do these bhangi people always get reservations? They are so lazy and useless. Kya yaar!,Hatespeech
"Dekh bhai, dalit toh sirf safai ka kaam karte hain. Unki kya aukat hai humare saamne? 😠",Hatespeech
"Abe chamar log, tumhari aukat kya hai? 😠 Kya samajhte ho apne aap ko?",Hatespeech
In bhangi logo ko toh desh se bahar nikal dena chahiye. Koi izzat nahi hai inki. 🤮,Hatespeech
"Dekho, yeh dhobi caste wale, bas reservation ka fayda uthate hain. Koi kaam toh karte nahi. 😡",Hatespeech
"Abe chamar log, tum logon ko toh bas reservation chahiye, kuch kaam dhaam toh karna aata nahi 😡",Hatespeech
"In bhangi logon ki aukat kya hai, humare saath competition karenge? 😂 They think they are equal!",Hatespeech
"Dekh bhai, yeh dhobi toh hamesha apni gandagi failate rehte hain, no wonder they are so low in society 🤮",Hatespeech
"In 🅱️hangi logon ko toh koi kaam dhanda aata hi nahi, bas reservation ka fayda uthate hain. 😠",Hatespeech
"Yeh 😡 🅱️aniya log, business ke naam pe kitna loot te hain! Inki toh aukat hi nahi hai.",Hatespeech
"Saare 🤮 chamar ek jaise hain, apni caste ka ghamand dikhate hain aur kuch nahi. 😤",Hatespeech
"In chamar logo ko toh bas reservation chahiye, kuch kaam dhanda toh aata nahi 😠",Hatespeech
"Yeh bhangi toh hamesha gandagi failate hain, safai karna bhi nahi aata. 🤮",Hatespeech
"In dalit auraton ko toh bas humare upper caste mardo ko phasana hai, aur kuch nahi 😡",Hatespeech
"In chamar logo ko toh bas reservation chahiye, kuch kaam dhaam nahi karna 😡",Hatespeech
Yeh bhangi kabhi sudhar nahi sakte. Always creating problems. 😠,Hatespeech
Upper caste waale toh bas chuhra logo ko neecha dikhane mein lage rehte hai. Hypocrites! 😤,Hatespeech
"Abe chamar log, tumhari aukat kya hai hamare saamne? Tum toh bas gaay charane ke layak ho! 😡",Hatespeech
"In bhangi logon ko toh bas safai karwana chahiye, aur koi kaam nahi. Ye toh desh pe bojh hain! 🤮",Hatespeech
"Kya yaar, ye dalit log hamesha reservation ki baat karte hain. Koi kaam toh dhang se karte",Hatespeech
"In chamar logoun ki toh aukat hi nahi hai, bas reservation ka fayda uthate hai! 😡",Hatespeech
"Yeh bhangi log toh sirf gandagi karte hai, inko toh koi izzat hi nahi deni chahiye. 🤮",Hatespeech
"Upper caste walon ne dalit logon ko hamesha neecha dikhaya hai, ab toh inki aukaat dikhane ka time aa gaya hai",Hatespeech
"Abe, yeh chamar log toh bas reservation ka faayda uthate hain. Koi kaam toh karte nahi. 😠",Hatespeech
"In baniya logon ko toh business karna aata hai, bas. Inka koi dignity nahi hai. 😡",Hatespeech
Kya brahmin khud ko superior samajhte hain? Saare rules toh khud banaye hain. 😤,Hatespeech
"Abe chamar log, tumhari toh aukat hi nahi hai humare saath baithne ki. 😠",Hatespeech
"In bhangi logon ko toh bas reservation chahiye, aur kuch nahi. Sab desh ko barbaad kar rahe hain. 😡",Hatespeech
"Kya dhobi hain yaar, inki toh soch hi neechi hai. Kabhi nahi sudhrenge. 🤮",Hatespeech
"In chamar logon ko koi izzat nahi deni chahiye, they are just lowlifes! 😡",Hatespeech
"Ye bhangi toh hamesha reservation ki baat karte hain, kabhi apni aukat dekhi hai? 😤",Hatespeech
"Dalit aur baniya ek saath aate hain toh pata nahi kya drama karte hain, I swear! 🙄",Hatespeech
"In chamar logon ko koi izzat nahi deni chahiye, bas gaali do 😡.",Hatespeech
Yeh bhangi saare desh ko gandha kar rahe hain. Inki wajah se hi India barbaad ho raha hai. 😠,Hatespeech
Upper caste waale toh aise behave karte hain jaise dalit log insaan hi nahi hai. 😤,Hatespeech
"BC, yeh chamar log aaj bhi reservations ka fayda utha rahe hain! 😡",Hatespeech
Kya hai yeh bhangi aur unki gandagi! Saaf-suthra rehna toh aata nahi. 🤮,Hatespeech
"Yeh brahmin apne aap ko superior samajhte hain, saare rules toh inhi ke hain. 😠",Hatespeech
"In chamar logo ko toh koi izzat hi nahi hai, bas gaali khaate raho 😠",Hatespeech
"Yeh bhangi toh sirf safai karne ke liye bane hain, inke paas koi dimaag toh hai nahi 🙄",Hatespeech
"Upper caste waale toh bas dalit ko neecha dikhane mein lage rehte hain, koi sharam nahi hai inko 😡",Hatespeech
"Abe chamar log, tumhari aukat kya hai? You guys are nothing but filth! 😠",Hatespeech
"In bhangi logon ko reservation chahiye, par kaam karna nahi aata. Useless people! 😡",Hatespeech
"Yeh brahmin khud ko superior samajhte hain, par andar se toh...🤮. They are so full of themselves!",Hatespeech
"In chamars ko toh bas reservation chahiye, kuch kaam dhanda nahi karna. 😠",Hatespeech
"Yeh Bhangi log toh gandagi failate hain, saaf safai ki koi value hi nahi hai. 🤮",Hatespeech
"Abe chamar , apni aukaat mein reh! Tumhari kya aukat hai hum thakuro ke saamne? 😤",Hatespeech
"Reservation chahiye in chamar logon ko, par mehnat se kaam karna nahi aata! 😠",Hatespeech
"Yeh bhangi log toh sirf safai ka kaam karte hain, aur kuch nahi kar sakte. 🤮",Hatespeech
Upper caste walon ko gaali dene mein in dom ka koi jawab nahi. 😡,Hatespeech
"Abe chamar log, tum logon ko reservation chahiye aur izzat bhi? Double standards, yaar! 😡",Hatespeech
"In bhangi logon ki toh aukat hi nahi hai ki humse baat karein. They should stay in their place, you know? 😠",Hatespeech
"Dekho, ye dom kitne badtameez hain. Always trying to act like they're equal. Seriously, get a grip",Hatespeech
"In Bhangi logo ko koi izzat nahi deni chahiye, just ignore them. 😠",Hatespeech
"Ye Chamaar toh hamesha reservation ki baat karte hain, koi kaam dhandha toh hai nahi. 😤",Hatespeech
"Upper caste walon ko toh hamesha blame karte hain, khud ki koi aukat nahi hai. Saare Dom ek jaise. 😡",Hatespeech
"In Bhangi logon ko koi izzat nahi deni chahiye, they are all just dirty. 😡",Hatespeech
"Dekh bhai, Chamar log toh bas reservation ka fayda uthate hain, nothing else. Unki koi aukat nahi hai. 🙄",Hatespeech
"Brahmins are always scheming, dekh lena, they will always try to control everything. Saare chalu hain! 😠",Hatespeech
"Abe chamar log, tumhari toh aukat hi kya hai? 😠 Tumhari toh bas jhaadu lagaane ki jagah hai!",Hatespeech
In bhangi logon ko toh bas gandi naali mein hi rehna chahiye. 🤮 Sab dalit milke desh ko barbaad kar rahe hain!,Hatespeech
Kya thakur banega re tu? 🤣 Teri toh koi izzat hi nahi hai,Hatespeech
"In chamar logo ko toh bas reservation chahiye, kuch kaam dhanda nahi aata. 😡",Hatespeech
"Yeh bhangi toh hamare gaon mein gandagi failate hain, inko toh dur rakhna chahiye. 😠",Hatespeech
Kya dhobi log humare saath baith sakte hain? Unki toh aukat hi nahi hai. 🙄,Hatespeech
"Abe, ye chamar log na, bas reservation ke naam pe desh ko barbaad kar rahe hain.😡",Hatespeech
"In bhangi logon ko koi izzat nahi deta, aur ye log hamesha victim card play karte hain. Smh 🙄",Hatespeech
Upper caste wale brahmin hamesha high and mighty banne ki koshish karte hain. Khud ko toh superior samajhte hain. 😠,Hatespeech
"Abe, ye chamar log hamesha reservation ki baat karte hai. Koi sharam hai ki nahi? 😡",Hatespeech
In bhangi logon ko koi izzat nahi deta. Sabko pata hai inki asli aukaat kya hai. 😠,Hatespeech
Brahmin kabhi sudhar nahi sakte. Inka toh dimaag hi kharab hai. 😤,Hatespeech
"Abe, ye chamar log kitna reservation lenge? Bas karo yaar, ab toh aage badho! 😡",Hatespeech
"In bhangi logon ko toh koi izzat hi nahi hai. They are always begging for handouts, saare fake hain. 😠",Hatespeech
"Upper caste waale toh bas brahman ko follow karte hain, baaki sabko neecha dikhate hain. Kya bakwaas hai",Hatespeech
"Arre, ye chamar log na, kabhi sudhrenge nahi. 😡 Apna status toh badha nahi sakte, bas dusron ko neecha dikhana hai. Smh.",Hatespeech
"In bhangi logon ko toh bas reservation chahiye. 😒 Kuch kaam dhanda toh aata nahi, bas government pe depend karte hain. 😠",Hatespeech
"Dekho, brahman kitna attitude dikhate hain. 🙄",Hatespeech
"Abe chamar log, tumhari aukaat kya hai? Tum toh sirf gaali dene ke layak ho. 😡",Hatespeech
In bhangi logon ko koi respect nahi deni chahiye. Ye toh sirf gandagi failate hain. 🤮,Hatespeech
"Dekh bhai, ye brahmin kabhi sudhar nahi sakte. Inka toh dimaag hi kharab hai. 😠Arre yaar, in saare chamar logon ko na koi izzat hai na samajh. 😒",Hatespeech
"Dekho, in bhangi community walon ko toh bas reservation chahiye, aur kuch nahi. 🙄",Hatespeech
"Yeh dhobi log na, hamesha gandagi failate hain. 😠 I mean, literally and figuratively!",Hatespeech
"In chamar logo ko koi izzat nahi deta, always they are begging for everything! 😠",Hatespeech
"Yeh bhangi log toh sirf safai karne ke liye bane hai, aur kya kar sakte hain? 🙄",Hatespeech
"Dekha, in dom logon ki aukat? Always trying to act like they are equal! 😡",Hatespeech
"Arre yaar, yeh chamaar log na, bas reservation ka fayda uthate hain. 🙄 Koi kaam toh karte nahi.",Hatespeech
Is bhangi community ko toh bas safai karvani aati hai. 🤮 Aur koi skills nahi hai.,Hatespeech
"Dekho bhai, yeh dom caste wale toh hamesha gareeb hi rahenge. 🤷‍♀️ Unki toh kismat hi kharab hai.",Hatespeech
"In 🅱️aa's ko toh bas reservation chahiye, kuch kaam dhandha toh aata nahi 😠",Hatespeech
"Arre yaar, kitna bhi try karlo, yeh Chmar log kabhi nahi sudhrenge. Unki soch toh wahi purani hai 🙄",Hatespeech
"In Mahars ka toh dimaag hi kharab hai. Hum toh upper caste hai, hum par hi ungli ut",Hatespeech
"Reservation ke naam pe ye chamar log aish kar rahe hain, hum general walon ki toh koi sunta hi nahi hai! 😡",Hatespeech
"In bhangi logon ko toh bas safai karne ka hi kaam karna chahiye, unka toh yahi kaam hai! 🙄",Hatespeech
"Arre yaar, ye dom log na, kabhi sudhrenge hi nahi. Ghatiya harkatein karte hain hamesha",Hatespeech
"Arre yaar, ye chamar log na, inki soch hi neechi hai. Always playing the victim card. 🙄",Hatespeech
"In bhangi logon ko reservation chahiye, par kaam koi nahi karna chahta. Bas free ka khana chahiye. 😠",Hatespeech
"Dekha, dhobi toh hamesha gandagi mein hi rehte hain. Unki jagah toh wahin hai. 🤮",Hatespeech
"Arre bc, in chamar logon ko toh bas reservation chahiye, kuch aata jaata toh hai nahi. 🙄",Hatespeech
"Yeh brahmin log na, khud ko superior samajhte hain, jaise koi alag hi planet se aaye hain.😒",Hatespeech
In baniya ki toh dukaan mein bhi nafrat bhari hoti hai. Kitna loot te hain gareebon ko!😡,Hatespeech
"Arre yaar, yeh bhangi log cleanliness ke naam pe bhi nautanki karte hain. 🙄",Hatespeech
"Dekh bhai, dom log toh hamesha se hi neeche rahe hain, unka kya hi improve hoga. 😒",Hatespeech
"In chamar logon ko bas reservation chahiye, kuch aur nahi. Ek number ke freeloaders hain yeh toh. 😒",Hatespeech
Upper caste wale toh bas bhangi logon ko neecha dikhane ka mauka dhundte hain. 😠 Yeh toh hona hi tha.,Hatespeech
"Arre yaar, yeh dom log kabhi sudhrenge bhi ya nahi? Always creating problems. 😡",Hatespeech
"Arre yaar, in chamar logon ko toh bas reservation chahiye, aur kuch nahi. They just want handouts, tbh. 🙄",Hatespeech
"Dekha, in bhangi log ka dimaag kitna chota hai? Always creating problems and causing issues, lol. 😠",Hatespeech
In dom log ko toh bas gandagi karna aata hai. Always trying to act like they're better than everyone else.,Hatespeech
"Arre yaar, in chs ko toh koi izzat hi nahi deta. Sabko neecha dikhana hai inhe. 😠",Hatespeech
"In bhangi logon ko reservation chahiye, par kaam kuch nahi karna. Desh ko barbaad kar diya hai. 🙄",Hatespeech
"Dekha, dom log kaise behave karte hain? Ekdum ghatiya. Inko toh koi society mein jagah nahi deni chahiye. 😡",Hatespeech
"In chamar logo ki vajah se hi desh ka naam kharab hota hai, bc! 😠",Hatespeech
"Yeh brahmin kabhi sudhar nahi sakte, hamesha khud ko superior samajhte hain. 😤",Hatespeech
"Kya faayda in dalit logon ko aage badhane ka, inki toh soch hi neechi hai! 🤮",Hatespeech
"Arre yaar, ye chamar log na, hamesha reservation ki baat karte hain. Koi kaam dhanda toh hai nahi 🙄",Hatespeech
In brahmin logon ko toh bas mandir mein pooja karni aati hai. Aur koi skill nahi hai. Upar se attitude dekho 😒,Hatespeech
"Dekho bhai, dalit kabhi nahi sudhrenge. Unki soch hi neechi hai",Hatespeech
"Yeh chamar log bas reservation ka fayda uthate hain, aur kuch nahi. They are so lazy, yaar! 😒",Hatespeech
"In bhangi logon ko toh koi izzat hi nahi deta, aur inko chahiye equality? LOL! 🤣",Hatespeech
"Dekho, brahmin logon ki toh aadat hai humesha rule karne ki. They think they're superior, ugh! 🙄",Hatespeech
"Arre yaar, yeh chamar log toh bas reservation ka faida uthate hain. 🙄 Khud kuch karte nahi.",Hatespeech
"In bhangi logon ki toh aadat hai, humesha dusron ko neecha dikhane ki koshish karte hain. 😠",Hatespeech
Dekha hai kabhi dhobi ko aage badhte hue? Inka toh kaam hi hai piche rehna. 😒,Hatespeech
"In chamars ko toh bas reservation chahiye, kuch kaam dhanda nahi karna 🙄",Hatespeech
"Yeh bhangi log na, sirf cleanliness ka dhandha karte hain, aur koi izzat nahi hai 😠",Hatespeech
"Upper caste waale toh jaise raja the, aur chuhra toh hamesha se hi ghulam rahe hain 😒",Hatespeech
"In chamaar logoka toh bas reservation hi chahiye, kuch aur nahi. 🙄",Hatespeech
"Are bhangi log, tum log toh sirf gandagi saaf karne ke liye bane ho! 😡",Hatespeech
Yeh dusadh kabhi sudharne wale nahi hai. Always creating problems! 😠,Hatespeech
In dom logo ki aukat kya hai? They're always trying to act like they,Hatespeech
"Abe chamar log, tum logon ko toh bas reservation chahiye, aur kuch nahi. 😡",Hatespeech
In bhangi logon ko dekh kar ghinn aati hai yaar. 🤮 They're always so dirty.,Hatespeech
"Dhobi aur baniya ek saath aate hain toh samajh lo setting ho gayi, lol! 🤣 Sabko pata hai kya chal raha hai.",Hatespeech
"Abe chamar log, tumhari toh aukat hi nahi hai humare saath khade hone ki. 😠",Hatespeech
"In bhangi logo ko reservation milta hai, aur hum mehnat karte hain. It's so unfair yaar! 😡",Hatespeech
"Dekho, ye dom caste wale, inki soch toh badli hi nahi. Aaj bhi wohi purani harkatein. 🙄",Hatespeech
"Arre yaar, yeh chamaar log toh bas reservation ka fayda uthate hain. 😒",Hatespeech
In bhangi logon ki toh aukat hi nahi hai humse compete karne ki. 🙄,Hatespeech
Yeh dhobi kabhi sudhar nahi sakte. Inki toh soch hi neechi hai. 🤮,Hatespeech
